time,date,group,obs,action,actor1,actor2,actor3,recipient1,recipient2,recipient3,context,response,agg_supp,intromission,pe,ejaculation,thrust_number,prox_10m_af,prox_10m_ef,prox_10m_all
14:03:51,4/4/2023,2,AK,M,M166,,,M043,,,Aff,NA,No Value,NoIntro,PE,NoEjac,1,0,0,0
14:05:17,4/4/2023,2,AK,M,M166,,,M043,,,Aff,NA,No Value,NA,NA,NA,4,1,0,2
14:07:45,4/4/2023,2,AK,M,M166,,,M043,,,Gr,NA,No Value,NA,NA,NA,3,1,0,2
8:11:23,4/5/2023,2,AK,M,JVUN,,,JVUN,,,NA,NA,No Value,NA,NA,NA,No Value,No Value,No Value,No Value
8:16:11,4/5/2023,2,AK,Ag,M053,MUN,MUN,MUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:37:01,4/5/2023,2,AK,M,M009,,,FUN,,,Aff,NA,No Value,NA,NA,NA,7,3,NA,5
8:38:00,4/5/2023,2,AK,M,M009,,,FUN,,,Aff,NA,No Value,NA,NA,NA,NA,3,NA,5
8:38:09,4/5/2023,2,AK,M,M009,,,FUN,,,Aff,NA,No Value,NA,NA,NA,NA,3,NA,5
8:39:26,4/5/2023,2,AK,M,M009,,,FUN,,,Aff,NA,No Value,Intro,PE,Ejac,9,3,NA,5
9:22:15,4/5/2023,2,AK,Ag,MUN,,,FUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:22:36,4/5/2023,1,CC,Ag,M147,,,FUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
10:26:45,4/5/2023,1,CC,Ag,M064,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
10:38:35,4/5/2023,1,CC,M,M074,,,FUN,,,R,NA,No Value,Intro,PE,Ejac,4,2,0,3
10:51:51,4/5/2023,2,AK,M,M009,,,FUN,,,Aff,NA,No Value,Intro,PE,NoEjac,3,4,2,7
10:55:01,4/5/2023,2,AK,M,M009,,,FUN,,,Aff,NA,No Value,Intro,PE,NoEjac,6,4,2,7
10:56:20,4/5/2023,2,AK,M,M009,,,FUN,,,Aff,NA,No Value,NA,NA,NA,4,4,2,7
11:00:00,4/5/2023,2,AK,M,M009,,,FUN,,,Aff,NA,No Value,Intro,PE,Ejac,5,4,2,7
11:03:52,4/5/2023,1,CC,Ag,M101,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:02:03,4/10/2023,1,CC,Ag,M022,,,JVUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:21:01,4/10/2023,1,CC,Ag,M038,,,JVUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:23:56,4/10/2023,1,CC,Ag,M049,,,JVUN,JVUN,JVUN,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:24:37,4/10/2023,2,AK,Ag,M041,M007,,M212,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:26:13,4/10/2023,2,AK,M,M041,,,M007,,,CoAg,NA,No Value,NoIntro,NoPE,NoEjac,1,0,0,1
8:35:03,4/10/2023,2,AK,Ag,M063,M041,M247,M212,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:36:40,4/10/2023,2,AK,M,M212,,,M247,,,Ag,NA,No Value,NoIntro,NoPE,NoEjac,2,1,0,1
8:41:46,4/10/2023,2,AK,Ag,M103,M044,M211,M031,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:52:34,4/10/2023,1,CC,Ag,M042,,,FUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:59:56,4/10/2023,2,AK,Ag,M062,M228,,M146,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:07:01,4/10/2023,2,AK,Ag,FUN,M007,,M062,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:08:00,4/10/2023,2,AK,Ag,M062,M212,M228,M035,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:14:46,4/10/2023,2,AK,Ag,M126,M200,,M247,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:31:07,4/10/2023,2,AK,Ag,M212,M211,,M225,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:38:39,4/10/2023,1,CC,Ag,JVUN,JVUN,,M151,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:38:48,4/10/2023,1,CC,Ag,M076,,,FUN,FUN,FUN,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
10:39:18,4/10/2023,1,CC,Ag,M076,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
10:46:06,4/10/2023,2,AK,Ag,M175,M132,,JVUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
11:22:46,4/10/2023,1,CC,Ag,M161,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
11:29:29,4/10/2023,1,CC,M,M029,,,FUN,,,R,NA,No Value,NA,NA,NA,13,3,0,6
11:38:49,4/10/2023,1,CC,Ag,M151,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
12:37:54,4/10/2023,1,CC,Ag,M014,M066,,JVUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
13:24:11,4/10/2023,2,AK,M,M132,,,FUN,,,CoAg,NA,No Value,NoIntro,NoPE,NoEjac,1,0,0,2
7:53:17,4/11/2023,2,AK,Ag,M126,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
7:57:45,4/11/2023,2,AK,M,M245,,,M163,,,Ag,NA,No Value,NoIntro,NoPE,NoEjac,3,0,0,0
8:19:35,4/11/2023,2,AK,Ag,M225,M212,,M043,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:25:35,4/11/2023,2,AK,Ag,M163,M247,,M200,,,Ag,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:28:44,4/11/2023,2,AK,Ag,M007,M062,,M028,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:29:08,4/11/2023,2,AK,Ag,M114,,,JVUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:37:52,4/11/2023,2,AK,Ag,M010,FUN,,,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:07:43,4/11/2023,2,AK,Ag,M062,FUN,,M148,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:28:07,4/11/2023,2,AK,Ag,M212,M212,,M165,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:29:38,4/11/2023,2,AK,Ag,M132,M212,,M165,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:39:45,4/11/2023,2,AK,Ag,M001,M183,,M182,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
11:52:03,4/11/2023,2,AK,M,M182,,,M246,,,Gr,NA,No Value,NoIntro,PE,NoEjac,5,1,0,2
11:57:38,4/11/2023,2,AK,M,M182,,,M246,,,Gr,NA,No Value,NA,PE,NoEjac,4,1,0,2
7:46:57,4/12/2023,1,CC,Ag,M026,,,M066,M101,JVUN,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
7:48:58,4/12/2023,1,CC,Ag,JVUN,JVUN,,M011,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:06:49,4/12/2023,1,CC,Ag,M185,,,JVUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:08:09,4/12/2023,2,AK,Ag,M114,,,FUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:22:49,4/12/2023,1,CC,Ag,FUN,FUN,,M133,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:27:23,4/12/2023,2,AK,M,M211,,,FUN,,,T,NA,No Value,Intro,PE,NoEjac,9,3,1,8
8:33:34,4/12/2023,2,AK,Ag,M132,M094,M212,M036,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:40:53,4/12/2023,2,AK,Ag,M009,M114,,MUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:58:32,4/12/2023,2,AK,Ag,M041,FUN,,M187,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:01:29,4/12/2023,1,CC,Ag,M034,FUN,,M026,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:12:18,4/12/2023,2,AK,Ag,M183,FUN,,M031,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:45:20,4/12/2023,1,CC,Ag,M224,FUN,,M093,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:18:11,4/12/2023,2,AK,Ag,M114,FUN,,M180,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:36:42,4/12/2023,1,CC,Ag,M011,FUN,,M090,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:37:25,4/12/2023,1,CC,Ag,M121,M026,,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:40:17,4/12/2023,1,CC,Ag,M022,,,M099,M133,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
11:23:37,4/12/2023,1,CC,Ag,M161,,,FUN,FUN,FUN,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
11:46:13,4/12/2023,1,CC,Ag,M151,,,FUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
13:02:25,4/12/2023,2,AK,Ag,M058,FUN,,M148,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
13:03:00,4/12/2023,2,AK,M,M058,,,FUN,,,CoAg,NA,No Value,Intro,PE,NoEjac,1,2,0,5
8:16:11,4/13/2023,2,AK,Ag,M212,M062,M044,M142,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:26:45,4/13/2023,2,AK,Ag,M163,MUN,,MUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:32:43,4/13/2023,2,AK,Ag,FUN,FUN,,M114,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:59:39,4/13/2023,2,AK,Ag,FUN,FUN,M008,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:21:10,4/13/2023,2,AK,Ag,M062,M212,,M155,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:19:00,4/13/2023,2,AK,Ag,FUN,FUN,,M062,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:28:37,4/13/2023,2,AK,Ag,M212,M200,,M187,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:38:24,4/13/2023,2,AK,Ag,M062,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
11:00:59,4/13/2023,2,AK,Ag,M053,,,M020,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:30:20,4/14/2023,2,AK,Ag,M031,M211,M170,M019,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:38:14,4/14/2023,2,AK,Ag,M063,M211,,M031,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:39:45,4/14/2023,2,AK,Ag,M094,FUN,,M146,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:56:45,4/14/2023,2,AK,Ag,M077,,,FUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:06:12,4/14/2023,2,AK,Ag,M058,M200,,M166,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:26:28,4/14/2023,2,AK,Ag,M163,,,FUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
10:14:15,4/14/2023,2,AK,Ag,M126,M053,M007,M044,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:19:05,4/14/2023,2,AK,Ag,M062,FUN,,M246,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:24:06,4/14/2023,2,AK,Ag,FUN,FUN,,M001,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
12:43:30,4/14/2023,2,AK,Ag,M228,M187,,M031,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
13:13:20,4/14/2023,2,AK,Ag,M114,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
13:19:29,4/14/2023,2,AK,Ag,FUN,FUN,,M001,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
13:46:23,4/14/2023,2,AK,Ag,M132,FUN,,M058,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:23:32,4/18/2023,1,CC,Ag,M037,,,M030,FUN,FUN,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:37:28,4/18/2023,1,CC,Ag,M147,,,FUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:37:44,4/18/2023,1,CC,Ag,M161,,,FUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:39:24,4/18/2023,1,CC,Ag,M101,,,JVUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:42:19,4/18/2023,1,CC,Ag,M202,M143,,M078,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:52:17,4/18/2023,1,CC,Ag,M161,M030,,JVUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:20:10,4/21/2023,2,AK,Ag,M211,FUN,,M183,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:43:56,4/21/2023,2,AK,Ag,M062,M211,M212,MUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:48:35,4/21/2023,2,AK,Ag,M114,,,FUN,FUN,FUN,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:59:24,4/21/2023,2,AK,Ag,FUN,M020,,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:06:26,4/21/2023,2,AK,Ag,FUN,FUN,,M035,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:19:53,4/21/2023,2,AK,M,M262,,,JVFUN,,,T,NA,No Value,NoIntro,NoPE,NoEjac,9,5,1,7
9:22:26,4/21/2023,2,AK,M,M262,,,JVMUN,,,T,NA,No Value,NA,PE,NoEjac,14,3,0,5
9:24:56,4/21/2023,2,AK,Ag,FUN,FUN,,M166,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:33:41,4/21/2023,2,AK,M,M163,,,FUN,,,T,NA,No Value,NoIntro,NoPE,NoEjac,2,8,1,16
10:29:15,4/21/2023,2,AK,Ag,M138,M187,,M148,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
11:53:17,4/21/2023,2,AK,M,M053,,,FUN,,,F,NA,No Value,NA,NA,NA,3,21,4,38
12:44:58,4/21/2023,2,AK,M,M132,,,FUN,,,NA,NA,No Value,Intro,PE,Ejac,NA,5,1,12
12:58:06,4/21/2023,2,AK,Ag,FUN,JVMUN,,M028,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
7:38:24,4/24/2023,1,CC,Ag,M013,M066,,M030,M143,,NA,NA,AS-RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:08:15,4/24/2023,1,CC,M,M082,,,FUN,,,R,NA,No Value,NoIntro,NoPE,NoEjac,2,8,0,9
8:10:02,4/24/2023,2,AK,M,M175,,,FUN,,,CoAg,NA,No Value,Intro,PE,NoEjac,11,17,3,42
8:14:20,4/24/2023,2,AK,Ag,M126,FUN,,FUN,M163,,NA,NA,AS-RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:14:44,4/24/2023,2,AK,Ag,FUN,M094,M114,M062,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:17:34,4/24/2023,2,AK,Ag,M020,FUN,,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:29:59,4/24/2023,2,AK,Ag,M126,,,JVMUN,JVFUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:36:48,4/24/2023,2,AK,Ag,FUN,FUN,,M193,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:41:33,4/24/2023,2,AK,Ag,M009,FUN,,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:53:15,4/24/2023,2,AK,Ag,M212,SAMUN,,M044,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:07:49,4/24/2023,2,AK,Ag,FUN,M165,,M028,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:12:12,4/24/2023,2,AK,Ag,M134,FUN,,M165,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:26:11,4/24/2023,2,AK,Ag,M132,,,M077,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:38:50,4/24/2023,1,CC,Ag,M097,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:42:44,4/24/2023,2,AK,Ag,M211,M187,,M138,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:53:51,4/24/2023,2,AK,Ag,M009,,,FUN,JVUN,JVUN,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:54:23,4/24/2023,2,AK,Ag,M247,FUN,,M010,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:55:12,4/24/2023,2,AK,Ag,FUN,FUN,,M142,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:56:27,4/24/2023,2,AK,Ag,M010,,,M247,JVMUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
10:07:28,4/24/2023,2,AK,Ag,M063,M187,M103,M031,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:15:41,4/24/2023,2,AK,Ag,M187,M063,,M035,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:24:06,4/24/2023,2,AK,Ag,M063,FUN,,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:57:51,4/24/2023,2,AK,Ag,M228,M225,,M025,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
11:00:19,4/24/2023,1,CC,Ag,M105,M097,,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
11:01:04,4/24/2023,2,AK,Ag,M228,M225,,M010,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
11:28:35,4/24/2023,1,CC,Ag,M022,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
11:45:49,4/24/2023,1,CC,Ag,M092,,,JVUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
12:53:37,4/24/2023,2,AK,Ag,M114,FUN,,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
13:09:21,4/24/2023,2,AK,M,M227,,,M246,,,R,NA,No Value,NoIntro,PE,NoEjac,7,4,0,12
13:09:25,4/24/2023,2,AK,M,M246,,,JVFUN,,,NA,NA,No Value,NA,NA,NA,3,4,0,12
8:54:09,4/25/2023,1,CC,Ag,FUN,JVUN,,M095,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:54:40,4/25/2023,1,CC,Ag,M095,,,FUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:55:45,4/25/2023,1,CC,Ag,M030,FUN,FUN,JVUN,JVUN,,NA,NA,AS-RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:15:02,4/25/2023,1,CC,Ag,M161,FUN,,JVUN,JVUN,,NA,NA,AS-RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:27:40,4/25/2023,1,CC,Ag,M006,M022,,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:36:09,4/25/2023,1,CC,Ag,M027,,,JVUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:46:32,4/25/2023,1,CC,Ag,FUN,FUN,,M099,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:48:31,4/25/2023,1,CC,M,M027,,,FUN,,,Ag,NA,No Value,NoIntro,NoPE,NoEjac,1,7,0,9
9:54:34,4/25/2023,1,CC,Ag,FUN,FUN,,M037,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:40:08,4/25/2023,1,CC,Ag,M022,M030,,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
11:03:57,4/25/2023,1,CC,Ag,FUN,FUN,,M042,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
11:46:10,4/25/2023,1,CC,Ag,M088,,,FUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
12:52:41,4/25/2023,1,CC,Ag,M030,M209,,M192,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
14:04:13,4/25/2023,1,CC,Ag,FUN,FUN,JVUN,M099,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
14:08:26,4/25/2023,1,CC,Ag,M161,M038,,,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
7:46:25,4/26/2023,1,CC,Ag,M161,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:15:14,4/26/2023,1,CC,M,M224,,,FUN,,,F,NA,No Value,NoIntro,NoPE,NoEjac,2,16,0,26
8:53:31,4/26/2023,1,CC,Ag,M161,M101,,M202,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:32:31,4/26/2023,1,CC,Ag,M185,M141,FUN,JVUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:48:33,4/26/2023,1,CC,Ag,M030,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
10:41:45,4/26/2023,1,CC,Ag,M151,M064,,M121,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:57:54,4/26/2023,1,CC,M,M156,,,M145,,,Ag,NA,No Value,NoIntro,NoPE,NoEjac,1,2,0,4
11:02:14,4/26/2023,1,CC,Ag,M143,,,JVUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:13:46,4/27/2023,1,CC,Ag,FUN,FUN,FUN,M202,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:15:11,4/27/2023,1,CC,Ag,M026,,,JVUN,JVUN,JVUN,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:45:48,4/27/2023,1,CC,Ag,M066,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:18:05,4/27/2023,1,CC,Ag,M011,FUN,FUN,M099,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:46:29,4/27/2023,1,CC,Ag,M027,M162,,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
11:38:22,4/27/2023,1,CC,Ag,M034,,,FUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
11:44:44,4/27/2023,1,CC,Ag,M141,M006,M097,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
11:57:46,4/27/2023,1,CC,Ag,M101,,,FUN,FUN,JVUN,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
12:43:32,4/27/2023,1,CC,Ag,M157,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
7:36:49,5/1/2023,1,CC,Ag,M161,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
7:45:02,5/1/2023,1,CC,Ag,M161,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
7:48:55,5/1/2023,2,AK,Ag,M009,M200,FUN,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
7:50:08,5/1/2023,1,CC,Ag,M161,,,JVUN,JVUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:01:26,5/1/2023,2,AK,Ag,M020,M053,,M163,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:18:33,5/1/2023,2,AK,M,M114,,,FUN,,,F,NA,No Value,NoIntro,NoPE,NoEjac,3,11,0,23
8:23:37,5/1/2023,1,CC,Ag,M161,M202,,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
8:34:09,5/1/2023,1,CC,M,M224,,,FUN,,,F,IgnoreRejection,No Value,NA,NA,NA,NA,NA,No Value,No Value
8:50:47,5/1/2023,2,AK,Ag,M103,,,FUN,JVMUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:54:25,5/1/2023,1,CC,Ag,M105,,,FUN,FUN,FUN,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
8:58:46,5/1/2023,1,CC,Ag,FUN,FUN,FUN,M121,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:05:26,5/1/2023,2,AK,Ag,M114,M103,,M175,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:07:25,5/1/2023,2,AK,Ag,FUN,FUN,,M132,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:22:26,5/1/2023,2,AK,Ag,FUN,M103,,FUN,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:33:46,5/1/2023,1,CC,Ag,FUN,FUN,,M006,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:34:27,5/1/2023,1,CC,Ag,FUN,FUN,JVUN,M161,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
9:37:42,5/1/2023,1,CC,Ag,M027,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:49:25,5/1/2023,2,AK,Ag,M187,M068,,M146,M031,M210,NA,NA,AS-RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:51:55,5/1/2023,1,CC,Ag,M101,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
9:57:47,5/1/2023,2,AK,Ag,M114,,,FUN,INFANT,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
10:00:04,5/1/2023,2,AK,Ag,M020,,,FUN,FUN,,NA,NA,RS,NA,NA,NA,No Value,No Value,No Value,No Value
10:08:27,5/1/2023,2,AK,Ag,M227,JVMUN,,M197,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:14:11,5/1/2023,2,AK,Ag,FUN,FUN,,M063,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
10:31:56,5/1/2023,2,AK,Ag,M225,M228,,M193,,,NA,NA,AS,NA,NA,NA,No Value,No Value,No Value,No Value
